0000-00-00,239,
2020-01-01,239,
2020-01-02,239,
2020-01-03,239,
2020-01-04,239,
2020-01-05,239,
2020-01-06,239,11.8
2020-01-07,239,63.3
2020-01-08,239,2.8
2020-01-09,239,
2020-01-10,239,
2020-01-11,239,
2020-01-12,239,
2020-01-13,239,
2020-01-14,239,
2020-01-15,239,
2020-01-16,239,
2020-01-17,239,
2020-01-18,239,
2020-01-19,239,
2020-01-20,239,
2020-01-21,239,
2020-01-22,239,0.4
2020-01-23,239,
2020-01-24,239,
2020-01-25,239,
2020-01-26,239,
2020-01-27,239,3
2020-01-28,239,
2020-01-29,239,
2020-01-30,239,
2020-01-31,239,
2020-02-01,239,
2020-02-02,239,
2020-02-03,239,
2020-02-04,239,0.9
2020-02-05,239,0
2020-02-06,239,
2020-02-07,239,
2020-02-08,239,
2020-02-09,239,
2020-02-10,239,
2020-02-11,239,
2020-02-12,239,12.8
2020-02-13,239,
2020-02-14,239,
2020-02-15,239,1.4
2020-02-16,239,8.7
2020-02-17,239,1.5
2020-02-18,239,0.2
2020-02-19,239,
2020-02-20,239,
2020-02-21,239,1.9
2020-02-22,239,1.9
2020-02-23,239,
2020-02-24,239,0.2
2020-02-25,239,54.5
2020-02-26,239,
2020-02-27,239,
2020-02-28,239,5.7
2020-02-29,239,
2020-03-01,239,
2020-03-02,239,
2020-03-03,239,
2020-03-04,239,
2020-03-05,239,
2020-03-06,239,
2020-03-07,239,
2020-03-08,239,
2020-03-09,239,1.1
2020-03-10,239,6.3
2020-03-11,239,
2020-03-12,239,
2020-03-13,239,
2020-03-14,239,
2020-03-15,239,
2020-03-16,239,
2020-03-17,239,
2020-03-18,239,
2020-03-19,239,
2020-03-20,239,
2020-03-21,239,
2020-03-22,239,
2020-03-23,239,
2020-03-24,239,
2020-03-25,239,
2020-03-26,239,0.2
2020-03-27,239,15
2020-03-28,239,
2020-03-29,239,
2020-03-30,239,
2020-03-31,239,
2020-04-01,239,
2020-04-02,239,
2020-04-03,239,
2020-04-04,239,
2020-04-05,239,
2020-04-06,239,
2020-04-07,239,
2020-04-08,239,
2020-04-09,239,
2020-04-10,239,
2020-04-11,239,
2020-04-12,239,0.8
2020-04-13,239,
2020-04-14,239,
2020-04-15,239,
2020-04-16,239,
2020-04-17,239,5.1
2020-04-18,239,0.2
2020-04-19,239,11.5
2020-04-20,239,
2020-04-21,239,
2020-04-22,239,
2020-04-23,239,
2020-04-24,239,
2020-04-25,239,
2020-04-26,239,
2020-04-27,239,
2020-04-28,239,
2020-04-29,239,
2020-04-30,239,
2020-05-01,239,
2020-05-02,239,
2020-05-03,239,4.6
2020-05-04,239,
2020-05-05,239,1.9
2020-05-06,239,
2020-05-07,239,
2020-05-08,239,7.3
2020-05-09,239,18.7
2020-05-10,239,0.7
2020-05-11,239,0.1
2020-05-12,239,0
2020-05-13,239,
2020-05-14,239,
2020-05-15,239,30.3
2020-05-16,239,0.4
2020-05-17,239,
2020-05-18,239,15.6
2020-05-19,239,5
2020-05-20,239,
2020-05-21,239,
2020-05-22,239,
2020-05-23,239,
2020-05-24,239,7
2020-05-25,239,
2020-05-26,239,0
2020-05-27,239,
2020-05-28,239,
2020-05-29,239,
2020-05-30,239,
2020-05-31,239,
2020-06-01,239,0.7
2020-06-02,239,0
2020-06-03,239,0.6
2020-06-04,239,
2020-06-05,239,
2020-06-06,239,34
2020-06-07,239,
2020-06-08,239,
2020-06-09,239,
2020-06-10,239,66.2
2020-06-11,239,11.8
2020-06-12,239,3.1
2020-06-13,239,5.7
2020-06-14,239,0.5
2020-06-15,239,
2020-06-16,239,
2020-06-17,239,
2020-06-18,239,0.2
2020-06-19,239,1.9
2020-06-20,239,0
2020-06-21,239,
2020-06-22,239,
2020-06-23,239,
2020-06-24,239,4.2
2020-06-25,239,3.4
2020-06-26,239,0.2
2020-06-27,239,
2020-06-28,239,
2020-06-29,239,48.2
2020-06-30,239,33.5
2020-07-01,239,0.5
2020-07-02,239,
2020-07-03,239,0.5
2020-07-04,239,
2020-07-05,239,
2020-07-06,239,0
2020-07-07,239,0
2020-07-08,239,
2020-07-09,239,
2020-07-10,239,7.8
2020-07-11,239,
2020-07-12,239,31.6
2020-07-13,239,120.4
2020-07-14,239,13.6
2020-07-15,239,3.5
2020-07-16,239,
2020-07-17,239,
2020-07-18,239,
2020-07-19,239,12.7
2020-07-20,239,14.4
2020-07-21,239,
2020-07-22,239,22.8
2020-07-23,239,51.3
2020-07-24,239,22.8
2020-07-25,239,10.6
2020-07-26,239,
2020-07-27,239,15
2020-07-28,239,1.3
2020-07-29,239,26.6
2020-07-30,239,76.7
2020-07-31,239,4.3
2020-08-01,239,30
2020-08-02,239,29.3
2020-08-03,239,14.6
2020-08-04,239,16.7
2020-08-05,239,22
2020-08-06,239,27
2020-08-07,239,22.8
2020-08-08,239,36.5
2020-08-09,239,24.1
2020-08-10,239,27.6
2020-08-11,239,69.2
2020-08-12,239,26.2
2020-08-13,239,
2020-08-14,239,
2020-08-15,239,
2020-08-16,239,
2020-08-17,239,
2020-08-18,239,
2020-08-19,239,
2020-08-20,239,
2020-08-21,239,
2020-08-22,239,0.8
2020-08-23,239,
2020-08-24,239,
2020-08-25,239,
2020-08-26,239,1.5
2020-08-27,239,20
2020-08-28,239,71.3
2020-08-29,239,28.3
2020-08-30,239,33.1
2020-08-31,239,0.1
2020-09-01,239,
2020-09-02,239,28.9
2020-09-03,239,50
2020-09-04,239,
2020-09-05,239,
2020-09-06,239,16.3
2020-09-07,239,45.2
2020-09-08,239,
